Task_ID,Task_Date,Machine_ID,Operator_ID,Task_Type,Task_Area_sqm,Material_Type,Ground_Condition,Ground_Slope_deg,Site_Distance_km,Weather,Temperature_C,Crew_Size,Operator_Skill,Operator_Experience_Months,Machine_Age_yrs,Machine_Condition,Permit_Setup_Delay_min,Breakdown_Occurred,Estimated_Time_min,Actual_Time_min
T1146,2025-01-06 10:32:00,MCH100,OP2006,Demolition,94.3,Rock,Normal,1.4,6.7,Cloudy,10.4,4,Intermediate,23,9.4,Good,9.7,No,151.7,212.4
T1147,2025-01-06 11:17:00,MCH109,OP2009,Paving,105.7,Concrete,Normal,1.3,27.1,Windy,21.9,8,Intermediate,37,5.7,Fair,3.5,Yes,71.4,164.0
T1148,2025-01-06 12:28:00,MCH106,OP2012,Paving,254.2,Clay,Hard,2.7,14.9,Windy,27.0,4,Intermediate,23,9.3,Fair,13.0,No,184.4,273.9
T1149,2025-01-06 13:01:00,MCH104,OP2002,Demolition,287.7,Soil,Normal,13.0,32.2,Sunny,23.4,7,Expert,182,1.6,Good,4.4,No,430.2,374.6
T1150,2025-01-06 13:14:00,MCH104,OP2013,Trenching,269.4,Clay,Soft,4.2,16.2,Sunny,17.2,6,Intermediate,36,1.6,Good,11.2,No,264.1,251.8
T1151,2025-01-06 14:03:00,MCH105,OP2014,Paving,365.0,Debris,Rocky,4.8,32.4,Cloudy,21.9,4,Intermediate,37,11.7,Good,4.1,No,254.0,423.0
T1152,2025-01-06 15:27:00,MCH109,OP2016,Earth_Excavation,283.4,Mixed,Normal,0.9,34.0,Foggy,27.7,7,Beginner,10,5.7,Fair,13.8,No,337.7,650.5
T1153,2025-01-06 15:53:00,MCH106,OP2012,Paving,163.8,Clay,Hard,12.1,8.2,Windy,36.3,3,Intermediate,23,9.3,Fair,5.0,No,110.8,175.0
T1154,2025-01-06 16:15:00,MCH104,OP2016,Compaction,164.0,Clay,Normal,3.7,35.0,Windy,26.4,4,Beginner,10,1.6,Good,9.0,No,81.2,176.1
T1155,2025-01-06 17:02:00,MCH105,OP2009,Compaction,313.6,Concrete,Rocky,4.5,11.7,Cloudy,20.1,4,Intermediate,37,11.7,Good,10.2,No,152.6,300.6
T1156,2025-01-06 17:05:00,MCH109,OP2008,Earth_Excavation,350.3,Debris,Normal,10.1,28.4,Windy,22.2,3,Beginner,14,5.7,Fair,19.5,No,421.4,844.8
T1157,2025-01-06 20:02:00,MCH106,OP2017,Trenching,195.9,Clay,Hard,13.2,30.4,Sunny,26.1,5,Intermediate,21,9.3,Fair,2.6,No,192.6,313.3
T1158,2025-01-06 20:46:00,MCH102,OP2019,Material_Loading,70.7,Mixed,Hard,4.1,22.7,Windy,22.8,5,Intermediate,32,10.4,Fair,4.2,Yes,40.0,128.1
T1159,2025-01-06 20:54:00,MCH101,OP2004,Grading,100.5,Rock,Soft,4.0,37.9,Cloudy,27.3,1,Expert,203,5.5,Poor,4.1,No,74.8,160.2
T1160,2025-01-06 21:28:00,MCH104,OP2013,Demolition,317.5,Clay,Soft,1.7,19.2,Sunny,24.8,1,Intermediate,36,1.6,Good,8.8,No,478.9,594.7
T1161,2025-01-06 21:46:00,MCH101,OP2010,Paving,344.6,Clay,Normal,23.0,9.8,Sunny,18.3,5,Expert,148,5.5,Poor,13.7,No,237.0,295.8
T1162,2025-01-06 22:09:00,MCH104,OP2008,Trenching,273.6,Debris,Normal,1.6,28.8,Sunny,35.4,6,Beginner,14,1.6,Good,14.3,No,268.2,439.1
T1163,2025-01-06 23:17:00,MCH107,OP2017,Compaction,250.7,Mixed,Rocky,7.5,2.8,Rainy,29.3,4,Intermediate,21,9.5,Good,7.0,No,122.7,208.6
T1164,2025-01-07 00:04:00,MCH102,OP2000,Paving,357.6,Debris,Hard,6.2,11.2,Rainy,32.1,3,Expert,85,10.4,Fair,3.2,No,251.2,358.9
T1165,2025-01-07 00:18:00,MCH101,OP2007,Trenching,367.6,Rock,Normal,11.6,31.1,Sunny,29.7,3,Beginner,4,5.5,Poor,11.8,No,369.4,887.7
T1166,2025-01-07 03:10:00,MCH100,OP2004,Compaction,76.8,Soil,Hard,3.1,12.9,Foggy,30.4,4,Expert,203,9.4,Good,0.9,No,43.8,70.9
T1167,2025-01-07 03:46:00,MCH100,OP2010,Trenching,124.1,Soil,Rocky,2.0,18.5,Sunny,38.7,8,Expert,148,9.4,Good,10.1,No,124.9,156.0
T1168,2025-01-07 05:56:00,MCH105,OP2014,Grading,118.4,Soil,Soft,8.4,11.9,Windy,34.9,7,Intermediate,37,11.7,Good,16.8,Yes,96.8,173.7
T1169,2025-01-07 06:30:00,MCH105,OP2017,Demolition,192.0,Clay,Normal,1.5,18.1,Rainy,20.3,7,Intermediate,21,11.7,Good,12.3,No,292.1,398.3
T1170,2025-01-07 06:55:00,MCH105,OP2005,Demolition,184.6,Clay,Normal,5.3,38.4,Windy,19.9,5,Beginner,5,11.7,Good,15.0,No,286.3,535.2
T1171,2025-01-07 07:12:00,MCH100,OP2019,Compaction,215.2,Debris,Normal,13.2,32.3,Foggy,16.1,7,Intermediate,32,9.4,Good,5.3,No,108.6,194.3
T1172,2025-01-07 07:34:00,MCH102,OP2019,Trenching,80.7,Concrete,Soft,8.7,5.2,Sunny,33.4,6,Intermediate,32,10.4,Fair,5.1,No,89.4,146.8
T1173,2025-01-07 08:42:00,MCH103,OP2008,Trenching,113.1,Debris,Normal,3.9,1.1,Sunny,26.8,2,Beginner,14,8.5,Fair,12.8,No,119.5,220.3
T1174,2025-01-07 08:59:00,MCH109,OP2012,Earth_Excavation,354.7,Rock,Hard,5.6,28.4,Rainy,27.5,5,Intermediate,23,5.7,Fair,0.5,No,417.0,770.4
T1175,2025-01-07 09:22:00,MCH100,OP2001,Earth_Excavation,29.8,Soil,Rocky,2.9,39.6,Rainy,22.6,3,Intermediate,44,9.4,Good,7.5,No,31.9,117.9
T1176,2025-01-07 09:29:00,MCH105,OP2008,Material_Loading,355.7,Clay,Hard,4.8,32.4,Cloudy,33.5,2,Beginner,14,11.7,Good,16.9,No,217.2,454.6
T1177,2025-01-07 09:56:00,MCH106,OP2013,Earth_Excavation,185.6,Soil,Hard,2.9,26.8,Windy,14.4,1,Intermediate,36,9.3,Fair,4.5,No,224.7,357.1
T1178,2025-01-07 10:00:00,MCH108,OP2009,Grading,191.4,Concrete,Hard,10.6,11.9,Sunny,11.9,1,Intermediate,37,2.0,Fair,14.4,No,158.9,296.2
T1179,2025-01-07 11:18:00,MCH100,OP2002,Material_Loading,207.8,Mixed,Soft,3.9,7.1,Sunny,32.3,8,Expert,182,9.4,Good,12.6,No,133.1,95.4
T1180,2025-01-07 11:19:00,MCH103,OP2010,Demolition,190.8,Debris,Normal,2.9,17.5,Sunny,23.3,4,Expert,148,8.5,Fair,5.5,No,277.5,322.2
T1181,2025-01-07 13:00:00,MCH107,OP2017,Trenching,57.3,Concrete,Rocky,3.7,31.9,Sunny,34.9,2,Intermediate,21,9.5,Good,1.2,Yes,60.3,171.3
T1182,2025-01-07 14:26:00,MCH103,OP2015,Grading,282.9,Clay,Normal,4.5,18.1,Sunny,22.1,1,Beginner,10,8.5,Fair,17.7,No,234.9,438.5
T1183,2025-01-07 16:33:00,MCH105,OP2018,Paving,140.6,Concrete,Normal,2.0,33.0,Sunny,29.9,1,Beginner,14,11.7,Good,9.3,No,97.7,239.7
T1184,2025-01-07 16:34:00,MCH105,OP2001,Grading,154.9,Rock,Normal,5.3,3.4,Rainy,25.8,6,Intermediate,44,11.7,Good,9.1,No,123.2,214.4
T1185,2025-01-07 16:51:00,MCH100,OP2014,Demolition,260.1,Rock,Normal,4.1,22.7,Sunny,23.9,3,Intermediate,37,9.4,Good,9.9,No,389.2,579.3
T1186,2025-01-07 17:05:00,MCH106,OP2001,Paving,181.3,Debris,Soft,3.1,5.1,Cloudy,21.3,7,Intermediate,44,9.3,Fair,12.7,No,118.6,145.9
T1187,2025-01-07 18:04:00,MCH109,OP2018,Material_Loading,32.7,Mixed,Normal,3.6,34.6,Cloudy,37.8,7,Beginner,14,5.7,Fair,12.4,No,16.0,81.9
T1188,2025-01-07 18:15:00,MCH104,OP2005,Earth_Excavation,261.7,Mixed,Hard,7.3,29.2,Sunny,22.1,8,Beginner,5,1.6,Good,1.6,No,312.1,511.0
T1189,2025-01-07 18:39:00,MCH103,OP2019,Compaction,289.5,Mixed,Normal,4.0,10.1,Sunny,35.0,2,Intermediate,32,8.5,Fair,4.3,No,138.6,188.6
T1190,2025-01-07 18:53:00,MCH101,OP2006,Material_Loading,216.7,Concrete,Normal,9.7,23.1,Sunny,35.7,1,Intermediate,23,5.5,Poor,4.5,No,127.6,254.1
T1191,2025-01-07 19:19:00,MCH109,OP2002,Paving,267.8,Soil,Normal,2.5,38.3,Sunny,27.5,7,Expert,182,5.7,Fair,12.6,No,193.1,200.0
T1192,2025-01-07 21:15:00,MCH106,OP2004,Trenching,67.1,Concrete,Soft,16.0,15.0,Cloudy,24.0,8,Expert,203,9.3,Fair,6.3,No,70.5,126.5
T1193,2025-01-07 21:32:00,MCH108,OP2019,Demolition,303.9,Mixed,Normal,2.6,30.2,Windy,29.2,1,Intermediate,32,2.0,Fair,5.6,No,455.8,592.0
T1194,2025-01-07 21:42:00,MCH106,OP2009,Grading,146.9,Clay,Normal,7.1,39.0,Sunny,35.3,2,Intermediate,37,9.3,Fair,11.5,No,116.0,225.0
T1195,2025-01-08 00:35:00,MCH108,OP2011,Demolition,122.9,Soil,Hard,1.3,24.3,Sunny,24.4,7,Expert,150,2.0,Fair,14.3,No,183.9,199.9
T1196,2025-01-08 01:02:00,MCH107,OP2007,Earth_Excavation,260.1,Mixed,Normal,3.7,15.2,Windy,17.3,6,Beginner,4,9.5,Good,3.5,No,310.3,521.9
T1197,2025-01-08 01:47:00,MCH102,OP2010,Compaction,247.1,Clay,Normal,6.6,10.7,Foggy,32.3,7,Expert,148,10.4,Fair,16.4,No,121.3,166.0
T1198,2025-01-08 01:56:00,MCH100,OP2000,Paving,124.3,Mixed,Normal,5.2,3.1,Sunny,22.8,7,Expert,85,9.4,Good,2.6,No,83.9,71.6
T1199,2025-01-08 02:44:00,MCH101,OP2016,Paving,168.7,Concrete,Hard,0.6,36.2,Cloudy,24.6,1,Beginner,10,5.5,Poor,9.1,No,120.1,356.3
T1200,2025-01-08 03:05:00,MCH108,OP2010,Earth_Excavation,391.1,Rock,Hard,2.5,15.9,Sunny,29.8,1,Expert,148,2.0,Fair,11.1,No,454.0,671.7
T1201,2025-01-08 03:35:00,MCH105,OP2002,Trenching,247.9,Rock,Normal,1.5,1.0,Sunny,35.9,4,Expert,182,11.7,Good,3.3,No,241.4,322.1
T1202,2025-01-08 03:55:00,MCH101,OP2004,Paving,270.9,Soil,Soft,8.0,38.5,Sunny,33.0,2,Expert,203,5.5,Poor,10.2,No,183.5,257.2
T1203,2025-01-08 04:11:00,MCH109,OP2008,Earth_Excavation,165.5,Soil,Hard,4.2,16.9,Sunny,27.0,1,Beginner,14,5.7,Fair,1.2,No,203.5,319.6
T1204,2025-01-08 04:13:00,MCH102,OP2007,Material_Loading,289.0,Soil,Soft,5.4,19.0,Sunny,19.6,6,Beginner,4,10.4,Fair,2.3,No,175.7,220.6
T1205,2025-01-08 05:44:00,MCH108,OP2004,Paving,307.6,Rock,Hard,7.9,13.8,Cloudy,16.2,5,Expert,203,2.0,Fair,15.4,No,213.6,279.8
T1206,2025-01-08 06:01:00,MCH108,OP2001,Trenching,23.9,Debris,Normal,2.1,11.6,Sunny,27.2,3,Intermediate,44,2.0,Fair,11.4,No,24.5,60.8
T1207,2025-01-08 06:51:00,MCH107,OP2013,Earth_Excavation,326.5,Rock,Hard,4.7,10.0,Rainy,28.2,6,Intermediate,36,9.5,Good,19.1,No,395.6,811.0
T1208,2025-01-08 07:45:00,MCH100,OP2016,Grading,343.5,Mixed,Normal,4.2,17.5,Sunny,21.7,3,Beginner,10,9.4,Good,2.7,No,283.4,449.0
T1209,2025-01-08 08:08:00,MCH103,OP2014,Trenching,56.1,Concrete,Hard,21.2,30.8,Rainy,19.0,2,Intermediate,37,8.5,Fair,14.7,No,58.9,194.4
T1210,2025-01-08 13:34:00,MCH105,OP2007,Compaction,382.7,Mixed,Soft,1.6,23.3,Rainy,30.4,2,Beginner,4,11.7,Good,8.3,No,188.7,367.0
T1211,2025-01-08 14:51:00,MCH101,OP2010,Trenching,299.5,Rock,Normal,1.9,5.5,Foggy,20.7,5,Expert,148,5.5,Poor,5.2,No,303.0,433.9
T1212,2025-01-08 15:20:00,MCH103,OP2000,Material_Loading,119.0,Rock,Soft,3.6,11.6,Cloudy,34.9,3,Expert,85,8.5,Fair,15.9,No,71.9,120.9
T1213,2025-01-08 15:40:00,MCH107,OP2013,Earth_Excavation,150.7,Mixed,Soft,13.3,16.7,Cloudy,29.0,8,Intermediate,36,9.5,Good,12.5,No,178.8,229.2
T1214,2025-01-08 19:55:00,MCH101,OP2010,Compaction,45.9,Debris,Hard,5.5,9.3,Sunny,23.4,6,Expert,148,5.5,Poor,2.7,No,26.6,52.7
T1215,2025-01-08 21:31:00,MCH108,OP2003,Compaction,135.1,Debris,Soft,9.4,24.6,Rainy,35.0,5,Expert,188,2.0,Fair,9.6,No,70.7,123.5
T1216,2025-01-08 23:51:00,MCH106,OP2013,Compaction,196.9,Concrete,Hard,6.8,24.4,Cloudy,26.3,8,Intermediate,36,9.3,Fair,17.1,No,101.4,194.2
T1217,2025-01-09 00:17:00,MCH103,OP2018,Paving,39.4,Concrete,Hard,9.2,1.9,Cloudy,22.2,8,Beginner,14,8.5,Fair,12.6,No,19.1,49.1
T1218,2025-01-09 00:42:00,MCH103,OP2006,Earth_Excavation,111.0,Debris,Hard,4.4,24.9,Rainy,29.4,6,Intermediate,23,8.5,Fair,1.7,No,132.5,255.5
T1219,2025-01-09 01:10:00,MCH103,OP2015,Paving,238.2,Soil,Soft,11.0,33.3,Sunny,27.2,6,Beginner,10,8.5,Fair,13.7,Yes,169.8,299.5
T1220,2025-01-09 01:19:00,MCH109,OP2002,Paving,201.3,Mixed,Normal,2.6,5.9,Sunny,24.9,5,Expert,182,5.7,Fair,5.6,No,153.5,138.5
T1221,2025-01-09 02:06:00,MCH108,OP2017,Earth_Excavation,194.3,Debris,Normal,2.2,16.3,Foggy,35.7,5,Intermediate,21,2.0,Fair,19.4,No,230.9,346.1
T1222,2025-01-09 02:44:00,MCH103,OP2001,Paving,157.2,Clay,Normal,6.0,20.0,Sunny,27.3,6,Intermediate,44,8.5,Fair,10.9,No,110.2,162.3
T1223,2025-01-09 02:45:00,MCH107,OP2010,Earth_Excavation,201.2,Mixed,Normal,4.7,7.1,Foggy,34.3,1,Expert,148,9.5,Good,7.7,No,241.8,291.8
T1224,2025-01-09 03:05:00,MCH104,OP2011,Grading,312.6,Concrete,Hard,3.0,7.6,Rainy,22.8,8,Expert,150,1.6,Good,18.5,No,245.3,342.6
T1225,2025-01-09 03:23:00,MCH102,OP2010,Demolition,50.1,Soil,Rocky,9.0,14.9,Sunny,22.9,2,Expert,148,10.4,Fair,2.4,No,71.7,113.4
T1226,2025-01-09 03:26:00,MCH100,OP2009,Trenching,119.1,Clay,Soft,1.2,36.0,Sunny,20.7,1,Intermediate,37,9.4,Good,20.0,No,122.4,208.6
T1227,2025-01-09 03:45:00,MCH107,OP2010,Trenching,25.2,Rock,Rocky,7.4,9.2,Rainy,32.4,6,Expert,148,9.5,Good,11.9,No,31.1,87.0
T1228,2025-01-09 05:03:00,MCH100,OP2014,Grading,56.7,Soil,Soft,6.8,30.2,Sunny,18.1,1,Intermediate,37,9.4,Good,3.2,No,42.8,88.4
T1229,2025-01-09 07:32:00,MCH107,OP2014,Demolition,23.7,Soil,Normal,14.7,9.7,Windy,26.4,6,Intermediate,37,9.5,Good,14.3,No,38.3,72.2
T1230,2025-01-09 08:11:00,MCH108,OP2007,Material_Loading,199.6,Mixed,Soft,7.1,24.5,Foggy,28.8,4,Beginner,4,2.0,Fair,14.6,No,130.6,229.5
T1231,2025-01-09 08:50:00,MCH101,OP2011,Compaction,364.4,Soil,Rocky,5.2,8.0,Rainy,35.2,3,Expert,150,5.5,Poor,16.3,No,177.9,299.5
T1232,2025-01-09 09:13:00,MCH101,OP2000,Grading,124.3,Mixed,Rocky,5.2,22.5,Rainy,22.4,4,Expert,85,5.5,Poor,15.8,No,99.2,218.6
T1233,2025-01-09 09:19:00,MCH101,OP2018,Grading,309.6,Debris,Soft,4.0,14.0,Cloudy,27.1,4,Beginner,14,5.5,Poor,10.0,No,246.9,451.7
T1234,2025-01-09 09:25:00,MCH100,OP2012,Compaction,386.5,Concrete,Normal,12.0,22.3,Sunny,19.8,7,Intermediate,23,9.4,Good,14.3,No,205.7,305.7
T1235,2025-01-09 10:43:00,MCH106,OP2000,Paving,153.7,Soil,Normal,3.3,10.0,Rainy,24.8,6,Expert,85,9.3,Fair,3.4,No,114.0,124.0
T1236,2025-01-09 11:58:00,MCH103,OP2005,Material_Loading,385.4,Rock,Hard,5.2,37.9,Sunny,23.8,5,Beginner,5,8.5,Fair,19.5,No,228.4,488.5
T1237,2025-01-09 12:38:00,MCH102,OP2002,Demolition,356.0,Soil,Hard,7.0,27.6,Windy,29.6,5,Expert,182,10.4,Fair,17.1,No,530.4,612.2
T1238,2025-01-09 13:53:00,MCH103,OP2001,Grading,132.4,Debris,Soft,5.3,39.1,Rainy,30.2,8,Intermediate,44,8.5,Fair,1.5,No,105.5,192.5
T1239,2025-01-09 14:47:00,MCH106,OP2000,Compaction,159.4,Soil,Normal,0.3,31.8,Cloudy,26.1,1,Expert,85,9.3,Fair,20.0,No,75.2,151.0
T1240,2025-01-09 15:38:00,MCH101,OP2018,Compaction,328.3,Clay,Hard,8.8,16.8,Cloudy,15.5,5,Beginner,14,5.5,Poor,19.7,No,160.4,347.5
T1241,2025-01-09 16:19:00,MCH106,OP2015,Earth_Excavation,142.6,Soil,Hard,5.8,27.0,Sunny,25.0,7,Beginner,10,9.3,Fair,5.9,No,178.3,326.6
T1242,2025-01-09 16:19:00,MCH108,OP2006,Compaction,60.5,Concrete,Normal,11.1,36.2,Sunny,19.3,2,Intermediate,23,2.0,Fair,10.2,No,31.3,113.2
T1243,2025-01-09 17:25:00,MCH107,OP2000,Demolition,380.7,Mixed,Normal,1.1,36.7,Sunny,22.5,6,Expert,85,9.5,Good,5.1,Yes,570.3,583.9
T1244,2025-01-09 17:48:00,MCH106,OP2008,Grading,35.4,Mixed,Hard,8.7,6.6,Cloudy,22.2,2,Beginner,14,9.3,Fair,19.8,No,23.2,67.2
T1245,2025-01-09 19:11:00,MCH107,OP2015,Grading,260.4,Mixed,Normal,0.1,37.5,Sunny,31.8,1,Beginner,10,9.5,Good,5.3,No,207.3,340.1
T1246,2025-01-09 20:36:00,MCH105,OP2013,Demolition,191.6,Rock,Soft,3.3,27.3,Sunny,22.7,7,Intermediate,36,11.7,Good,0.6,No,288.6,387.7
T1247,2025-01-09 20:58:00,MCH102,OP2011,Material_Loading,335.5,Clay,Soft,1.6,21.6,Cloudy,25.2,1,Expert,150,10.4,Fair,10.2,No,193.8,211.7
T1248,2025-01-09 21:25:00,MCH104,OP2000,Grading,316.1,Concrete,Soft,3.4,22.1,Windy,24.1,4,Expert,85,1.6,Good,8.8,No,260.7,331.3
T1249,2025-01-09 23:09:00,MCH107,OP2017,Paving,64.8,Mixed,Normal,2.1,26.5,Sunny,17.6,5,Intermediate,21,9.5,Good,16.5,No,49.1,108.1
T1250,2025-01-09 23:59:00,MCH102,OP2000,Grading,212.9,Concrete,Hard,5.7,23.7,Cloudy,28.3,4,Expert,85,10.4,Fair,5.8,No,166.3,275.6
T1251,2025-01-10 01:47:00,MCH105,OP2016,Paving,365.4,Mixed,Soft,7.5,23.1,Sunny,28.7,6,Beginner,10,11.7,Good,5.6,No,255.7,393.1
T1252,2025-01-10 02:26:00,MCH102,OP2005,Paving,282.7,Mixed,Soft,10.7,27.7,Sunny,18.9,1,Beginner,5,10.4,Fair,17.5,No,203.6,387.0
T1253,2025-01-10 03:28:00,MCH104,OP2010,Paving,164.0,Clay,Rocky,3.6,22.1,Sunny,31.1,1,Expert,148,1.6,Good,3.5,No,114.0,162.8
T1254,2025-01-10 03:31:00,MCH105,OP2017,Paving,164.2,Soil,Soft,3.2,19.9,Sunny,31.0,3,Intermediate,21,11.7,Good,15.6,No,118.7,157.5
T1255,2025-01-10 03:45:00,MCH108,OP2011,Demolition,115.3,Concrete,Normal,0.9,26.7,Foggy,14.9,6,Expert,150,2.0,Fair,11.6,No,172.7,274.4
T1256,2025-01-10 05:28:00,MCH106,OP2018,Compaction,75.7,Mixed,Soft,1.4,4.5,Rainy,12.8,7,Beginner,14,9.3,Fair,6.8,No,28.4,44.0
T1257,2025-01-10 06:37:00,MCH109,OP2017,Material_Loading,46.5,Clay,Normal,1.8,20.8,Sunny,21.3,1,Intermediate,21,5.7,Fair,10.9,No,25.2,72.7
T1258,2025-01-10 07:22:00,MCH107,OP2015,Compaction,94.8,Clay,Hard,11.5,2.5,Sunny,18.3,2,Beginner,10,9.5,Good,0.3,No,45.4,78.9
T1259,2025-01-10 08:48:00,MCH109,OP2000,Paving,51.7,Clay,Normal,1.1,31.3,Foggy,21.3,2,Expert,85,5.7,Fair,0.6,No,39.9,95.5
T1260,2025-01-10 09:45:00,MCH102,OP2015,Material_Loading,103.4,Clay,Hard,3.3,5.0,Sunny,26.5,6,Beginner,10,10.4,Fair,13.1,No,56.2,96.4
T1261,2025-01-10 11:19:00,MCH103,OP2007,Demolition,379.2,Rock,Hard,2.7,25.1,Windy,25.4,2,Beginner,4,8.5,Fair,19.7,No,571.5,1234.0
T1262,2025-01-10 11:23:00,MCH103,OP2015,Paving,356.2,Rock,Rocky,1.9,16.4,Windy,20.2,1,Beginner,10,8.5,Fair,16.9,No,254.8,715.5
T1263,2025-01-10 11:33:00,MCH102,OP2013,Compaction,231.8,Clay,Soft,6.9,12.9,Sunny,29.7,1,Intermediate,36,10.4,Fair,12.5,No,116.8,155.5
T1264,2025-01-10 11:45:00,MCH102,OP2014,Paving,177.3,Debris,Rocky,3.2,35.6,Sunny,22.5,3,Intermediate,37,10.4,Fair,13.6,No,123.9,261.7
T1265,2025-01-10 11:54:00,MCH107,OP2002,Material_Loading,282.6,Clay,Hard,4.1,20.9,Windy,41.3,4,Expert,182,9.5,Good,12.7,No,170.9,226.0
T1266,2025-01-10 11:56:00,MCH100,OP2013,Paving,338.8,Rock,Rocky,7.7,36.0,Foggy,16.7,8,Intermediate,36,9.4,Good,15.4,No,243.0,445.9
T1267,2025-01-10 12:37:00,MCH104,OP2017,Trenching,378.8,Rock,Soft,2.3,14.2,Sunny,17.7,2,Intermediate,21,1.6,Good,19.0,No,380.7,503.5
T1268,2025-01-10 12:37:00,MCH102,OP2016,Compaction,286.9,Mixed,Hard,2.9,38.7,Rainy,28.8,5,Beginner,10,10.4,Fair,7.2,Yes,148.4,432.6
T1269,2025-01-10 16:12:00,MCH105,OP2012,Demolition,120.2,Clay,Rocky,3.5,20.0,Sunny,29.3,3,Intermediate,23,11.7,Good,11.8,No,186.5,323.1
T1270,2025-01-10 16:15:00,MCH109,OP2009,Earth_Excavation,349.1,Concrete,Normal,9.5,7.6,Sunny,17.0,4,Intermediate,37,5.7,Fair,9.2,No,425.2,681.7
T1271,2025-01-10 16:37:00,MCH102,OP2010,Grading,169.4,Concrete,Hard,4.1,37.5,Cloudy,19.9,4,Expert,148,10.4,Fair,14.2,No,134.7,257.2
T1272,2025-01-10 17:26:00,MCH103,OP2012,Compaction,377.0,Mixed,Soft,3.1,39.2,Sunny,29.1,2,Intermediate,23,8.5,Fair,4.5,No,185.6,282.2
T1273,2025-01-10 17:40:00,MCH108,OP2004,Grading,395.8,Debris,Soft,1.3,23.5,Sunny,23.1,8,Expert,203,2.0,Fair,3.5,No,313.0,292.1
T1274,2025-01-10 18:20:00,MCH109,OP2002,Trenching,396.3,Mixed,Hard,10.5,18.6,Foggy,29.4,1,Expert,182,5.7,Fair,3.6,No,383.6,556.4
T1275,2025-01-10 18:43:00,MCH107,OP2005,Paving,248.3,Debris,Normal,2.8,37.9,Rainy,25.9,6,Beginner,5,9.5,Good,11.6,No,172.1,312.5
T1276,2025-01-10 19:12:00,MCH109,OP2018,Demolition,290.0,Debris,Rocky,1.0,28.2,Cloudy,21.6,2,Beginner,14,5.7,Fair,13.0,No,438.0,992.3
T1277,2025-01-10 19:15:00,MCH100,OP2008,Material_Loading,36.8,Rock,Hard,1.2,11.1,Sunny,33.7,7,Beginner,14,9.4,Good,11.7,No,23.7,59.7
T1278,2025-01-10 20:04:00,MCH106,OP2011,Grading,217.8,Concrete,Hard,17.9,10.4,Sunny,24.9,5,Expert,150,9.3,Fair,11.1,No,182.2,296.8
T1279,2025-01-10 20:49:00,MCH107,OP2013,Grading,96.9,Debris,Normal,15.1,24.1,Cloudy,19.6,8,Intermediate,36,9.5,Good,12.5,No,79.3,151.8
T1280,2025-01-10 23:20:00,MCH108,OP2019,Compaction,213.6,Clay,Normal,2.9,17.1,Cloudy,22.5,1,Intermediate,32,2.0,Fair,13.4,No,100.2,157.6
T1281,2025-01-10 23:34:00,MCH101,OP2010,Compaction,100.9,Rock,Normal,3.4,39.3,Sunny,21.2,8,Expert,148,5.5,Poor,7.4,No,42.0,113.5
T1282,2025-01-11 00:18:00,MCH103,OP2014,Grading,389.9,Concrete,Normal,13.8,34.2,Cloudy,30.5,6,Intermediate,37,8.5,Fair,16.2,No,315.0,581.9
T1283,2025-01-11 00:40:00,MCH102,OP2005,Material_Loading,285.3,Soil,Soft,7.4,10.0,Sunny,25.2,3,Beginner,5,10.4,Fair,17.9,No,168.8,257.8
T1284,2025-01-11 00:46:00,MCH106,OP2015,Material_Loading,42.5,Soil,Rocky,2.1,7.5,Sunny,31.3,8,Beginner,10,9.3,Fair,7.8,Yes,23.9,80.1
T1285,2025-01-11 00:56:00,MCH100,OP2013,Compaction,311.4,Clay,Soft,5.8,15.3,Sunny,28.0,4,Intermediate,36,9.4,Good,13.3,No,158.9,220.4
T1286,2025-01-11 01:23:00,MCH109,OP2016,Material_Loading,205.3,Mixed,Rocky,2.3,15.5,Sunny,40.9,2,Beginner,10,5.7,Fair,18.5,No,129.3,263.0
T1287,2025-01-11 01:46:00,MCH101,OP2010,Demolition,83.7,Soil,Normal,3.6,10.7,Rainy,30.1,1,Expert,148,5.5,Poor,0.2,No,122.4,165.4
T1288,2025-01-11 02:26:00,MCH104,OP2018,Earth_Excavation,150.9,Debris,Normal,1.6,30.3,Sunny,30.3,6,Beginner,14,1.6,Good,13.3,No,177.0,293.4
T1289,2025-01-11 04:36:00,MCH103,OP2000,Trenching,97.8,Clay,Normal,7.4,12.9,Sunny,27.5,1,Expert,85,8.5,Fair,1.3,No,104.6,124.8
T1290,2025-01-11 06:32:00,MCH105,OP2000,Grading,324.5,Concrete,Soft,4.2,23.8,Sunny,29.9,4,Expert,85,11.7,Good,16.6,No,261.9,377.1
T1291,2025-01-11 06:59:00,MCH102,OP2011,Material_Loading,154.8,Concrete,Hard,4.5,6.5,Sunny,29.8,6,Expert,150,10.4,Fair,17.7,No,98.4,138.2
T1292,2025-01-11 09:45:00,MCH109,OP2002,Demolition,63.9,Mixed,Soft,4.3,19.9,Sunny,30.2,8,Expert,182,5.7,Fair,19.6,No,95.7,120.3
T1293,2025-01-11 10:00:00,MCH103,OP2008,Material_Loading,98.3,Rock,Normal,4.6,29.2,Windy,25.0,4,Beginner,14,8.5,Fair,9.9,No,50.9,154.6
T1294,2025-01-11 10:08:00,MCH104,OP2006,Material_Loading,389.9,Clay,Normal,8.0,18.0,Sunny,29.4,5,Intermediate,23,1.6,Good,1.2,No,230.8,234.9
